leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
20550000.0,,,20550000.0,,,,,,,,,20550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,20550000.0
,,,6000000.0,6000000.0,6000000.0,,,6000000.0,6000000.0,,,,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,6000000.0
1800000.0,,1800000.0,,,1800000.0,1800000.0,,1800000.0,1800000.0,1800000.0,,1800000.0,,,1800000.0,1800000.0,,,,,,,1800000.0,,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,,,1800000.0,,1000000.0,1000000.0,,1800000.0
,,6000000.0,6000000.0,,,,,,,,,,,6000000.0,,,,6000000.0,,,,6000000.0,,,,,,,,,6000000.0,,32000.0,,,,,6000000.0
20300000.0,20300000.0,,20300000.0,,20300000.0,,,20300000.0,,,,,20300000.0,,20300000.0,,20300000.0,,,,,,,,,,,20300000.0,20300000.0,,,,6000000.0,,6000000.0,,,20300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1470000.0,,1470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470000.0
,,6000000.0,,,,,,,,,,,,,,6000000.0,,,,6000000.0,,,,,,,,,,,,,,,,,,6000000.0
,,,,5000000.0,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0
,,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000000.0,,,20000000.0,,20000000.0,20000000.0,,,,,,,,,,,,20000000.0,,20000000.0,20000000.0,20000000.0,20000000.0,,,,,20000000.0,20000000.0,,,,,,,,,20000000.0
,,36666.66,,36666.66,,,36666.66,36666.66,36666.66,,,36666.66,36666.66,,36666.66,36666.66,36666.66,,,,,36666.66,,36666.66,,,,,36666.66,,,,,,,,,36666.66
,480000.0,480000.0,480000.0,480000.0,,,,480000.0,,480000.0,480000.0,,480000.0,,,480000.0,,480000.0,480000.0,,,,,480000.0,,480000.0,,480000.0,,480000.0,480000.0,,,,,,,480000.0
1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,,,1312250.0,1312250.0,1312250.0,,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0,1312250.0
11242000.0,,,11242000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11242000.0
,,,,,3366666.66,,,,,,,,3366666.66,,,,,,,,,,,,,,,,,,,,,,,,,3366666.66
20000000.0,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,20000000.0
,,20000000.0,,,,20000000.0,20000000.0,20000000.0,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,20000000.0
,,,,500000.0,500000.0,,,500000.0,500000.0,,500000.0,500000.0,500000.0,500000.0,500000.0,,500000.0,,,,,,,,,,,,,,,,2500000.0,,,,,500000.0
2500000.0,2500000.0,,2500000.0,,2500000.0,,,2500000.0,2500000.0,2500000.0,2500000.0,,,,2500000.0,,,,2500000.0,,2500000.0,,,2500000.0,2500000.0,2500000.0,,,,,,,,,,,,2500000.0
,,,,10000000.0,10000000.0,,10000000.0,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
,,,,,,,1400000.0,1400000.0,1400000.0,,,,,1400000.0,,1400000.0,,1400000.0,,,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,,,,,,,,,,,,,1400000.0
,,,,,,,,,,,,,200000.0,,,200000.0,200000.0,,,,,200000.0,,,200000.0,,,,,,200000.0,200000.0,,200000.0,,200000.0,,200000.0
,,,,,,,,,,,,,,,,,,,32000.0,,,32000.0,,,,,,,,,,32000.0,32000.0,,,,,32000.0
8000000.0,8000000.0,,,8000000.0,,8000000.0,,,,8000000.0,8000000.0,,,8000000.0,8000000.0,8000000.0,8000000.0,,8000000.0,8000000.0,,,,,,,8000000.0,8000000.0,8000000.0,,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,,8000000.0
,,,,,,,1000000.0,1000000.0,,,1000000.0,,,,1000000.0,,1000000.0,1000000.0,1000000.0,,1000000.0,,,1000000.0,,,1000000.0,,1000000.0,,,,,,,,,1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
21000000.0,,,,,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0
37142857.14,37142857.14,37142857.14,37142857.14,37142857.14,,,37142857.14,37142857.14,37142857.14,37142857.14,,,,37142857.14,37142857.14,37142857.14,37142857.14,,,37142857.14,37142857.14,37142857.14,,,,,,,,,,,,,28000000.0,,,37142857.14
,10195666.66,10195666.66,10195666.66,10195666.66,10195666.66,,10195666.66,,,10195666.66,10195666.66,10195666.66,,10195666.66,10195666.66,10195666.66,10195666.66,,10195666.66,10195666.66,10195666.66,10195666.66,10195666.66,10195666.66,,,,,10195666.66,10195666.66,,,,,,,,10195666.66
,,,,,,,,,,,,,,,,34000.0,34000.0,,,,,34000.0,,,,,,,,,,,,,,,,34000.0
,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0
1200000.0,,,,,,1200000.0,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,1200000.0
,3800000.0,3800000.0,,3800000.0,,3800000.0,,,,,,,3800000.0,,3800000.0,3800000.0,3800000.0,,3800000.0,,,,,,,,,,,,,,,,,,800000.0,3800000.0
,,,,,,,,,,,,8000000.0,,,,,,,,,,8000000.0,,,,,,,,,,,,,,,,8000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,,3056888.88,3056888.88,3056888.88,3056888.88,,3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,3056888.88,,,3056888.88,,,,,,,,,,,,,,3056888.88
,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,20000000.0,,,,20000000.0,50000000.0,,,,20000000.0
,100000.0,,,100000.0,,,100000.0,,,100000.0,100000.0,100000.0,,,,,100000.0,,,100000.0,100000.0,100000.0,,100000.0,100000.0,,100000.0,100000.0,100000.0,100000.0,100000.0,,,,100000.0,100000.0,,100000.0
,,,,,,,,,,3122500.0,3122500.0,,,,,,,,,,,,,,,,3122500.0,,,,,,,,,,,3122500.0
,200000.0,,,200000.0,,,200000.0,200000.0,200000.0,200000.0,200000.0,,200000.0,,,200000.0,200000.0,,200000.0,,200000.0,,,,,,,200000.0,,200000.0,200000.0,200000.0,,200000.0,,,,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245000.0,245000.0,,,,245000.0,,,,,,,,245000.0,245000.0,245000.0,,,245000.0,,245000.0,245000.0,,245000.0,245000.0,,,,,,,,,,,,,,245000.0
4100000.0,,4100000.0,4100000.0,4100000.0,4100000.0,4100000.0,,4100000.0,4100000.0,4100000.0,4100000.0,,4100000.0,4100000.0,4100000.0,4100000.0,,4100000.0,4100000.0,,,4100000.0,,4100000.0,4100000.0,,,,4100000.0,,4100000.0,,4100000.0,,,4100000.0,4100000.0,4100000.0
,,,200000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0
,7279000.0,7279000.0,7279000.0,7279000.0,7279000.0,7279000.0,7279000.0,7279000.0,7279000.0,7279000.0,7279000.0,,,7279000.0,,,,,,,,,,,,,,,,,,,,,,,,7279000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,32000000.0,,,,32000000.0,32000000.0,32000000.0,,,32000000.0,,,,,,,,,32000000.0,,,,,,,,,,,,,,,32000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19200000.0,,19200000.0,19200000.0,,,19200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,34000.0,,34000.0,,,,,,34000.0,,,34000.0,34000.0,34000.0,,,34000.0,,,,,,,,,,,,,,,,34000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20000000.0,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,20000000.0
1866666.66,1866666.66,1866666.66,1866666.66,1866666.66,1866666.66,,,1866666.66,1866666.66,,1866666.66,,,,1866666.66,,,1866666.66,,1866666.66,1866666.66,1866666.66,,,,1866666.66,1866666.66,1866666.66,1866666.66,1866666.66,,,,1866666.66,,,,1866666.66
,,,,,,2000000.0,2000000.0,2000000.0,,,,2000000.0,,,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3000000.0,,,,3000000.0,3000000.0,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,3000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,800000.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36000000.0,,36000000.0,,36000000.0,36000000.0,,36000000.0,36000000.0,,36000000.0,36000000.0,36000000.0,,36000000.0,,,36000000.0,36000000.0,,36000000.0,36000000.0,36000000.0,,36000000.0,,,36000000.0,36000000.0,,,,,,,,,,36000000.0
1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,,,1246500.0,1246500.0,1246500.0,,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,1246500.0,,1246500.0
185000.0,185000.0,185000.0,185000.0,,,,185000.0,,185000.0,185000.0,,185000.0,,,185000.0,,185000.0,185000.0,,,,,185000.0,,185000.0,,185000.0,,185000.0,185000.0,,,,,185000.0,,,185000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2000000.0,,,,,,,2000000.0,2000000.0,2000000.0,,,,,,,,2000000.0,,,,,,,,,,2000000.0,,,,,,2000000.0
3000000.0,3000000.0,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0
,,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,,,20402500.0,20402500.0,20402500.0,,20402500.0,,20402500.0,20402500.0,,20402500.0,20402500.0,,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0,20402500.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5000000.0,5000000.0,5000000.0,,5000000.0,,,,,,,,,,,,,,,,5000000.0
3886666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3886666.66,,,,,,,,,3886666.66
,,,5000000.0,,,,,,,,,,,,,,5000000.0,,,,5000000.0,,,,,,,,,,,,,,,,,5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0
,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0
,,,800000.0,800000.0,,800000.0,,800000.0,,800000.0,800000.0,800000.0,800000.0,,,,800000.0,,,,,,,,,,800000.0,,800000.0,,,,,800000.0,800000.0,,,800000.0
,,,5000000.0,,5000000.0,5000000.0,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,5000000.0,,5000000.0
,,,,,,,,,,,,21450000.0,,,,21450000.0,,,21450000.0,21450000.0,21450000.0,21450000.0,21450000.0,,,21450000.0,21450000.0,,21450000.0,,,,,,,,,21450000.0
,2000000.0,,,2000000.0,,,,,,,,,,2000000.0,,2000000.0,,,,,2000000.0,,,2000000.0,,2000000.0,,,,,,2000000.0,,,,,2000000.0,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,902000.0,,902000.0,902000.0,,,902000.0,,,,,,,,,902000.0,,,,,,,902000.0,,902000.0,,,,902000.0,,,,,,,,902000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,70000.0,70000.0,,,,,,,,,,,,,,,,,,,70000.0,70000.0,,70000.0,70000.0,70000.0,,70000.0,,70000.0,,,,,70000.0,70000.0,70000.0
,,,,,,,,,,,,,,,46000.0,,,,,,,,,,46000.0,,46000.0,,,,46000.0,,,,,,,46000.0
,,,,,,,,15406000.0,,,,15406000.0,,,,,,,,,,,15406000.0,15406000.0,,,,,,,,,,,,,,15406000.0
760000.0,,760000.0,,,,760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760000.0
,,,,,,,7200000.0,,7200000.0,7200000.0,,7200000.0,,7200000.0,,,7200000.0,7200000.0,7200000.0,7200000.0,,,,7200000.0,,,,7200000.0,,7200000.0,,,7200000.0,7200000.0,7200000.0,,,7200000.0
10050000.0,10050000.0,,,10050000.0,10050000.0,10050000.0,10050000.0,10050000.0,10050000.0,10050000.0,,10050000.0,,,10050000.0,,10050000.0,,10050000.0,,,10050000.0,,,,,,,,,,,,,,,,10050000.0
190000.0,190000.0,190000.0,,,190000.0,190000.0,,,,,,190000.0,190000.0,,,,,,190000.0,,190000.0,190000.0,190000.0,,,190000.0,,,,,,,,,,,,190000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13300000.0,,13300000.0,13300000.0,,,,,,13300000.0,,,13300000.0,13300000.0,13300000.0,,,13300000.0,13300000.0,,13300000.0,13300000.0,13300000.0,,,,,,13300000.0,,,,,,,13300000.0
,,,,6000000.0,,6000000.0,,,6000000.0,,,,6000000.0,,,,,,,,,,6000000.0,,,,,,,,,,,,,6000000.0,,6000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,,1000000.0,1000000.0,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,1000000.0,1000000.0,,1000000.0,,,,1000000.0,,,1000000.0,,1000000.0,,,1000000.0
,,,,2000000.0,2000000.0,2000000.0,,,,,,2000000.0,2000000.0,,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,,,,,,2000000.0
11483684.22,11483684.22,11483684.22,,11483684.22,,11483684.22,11483684.22,11483684.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11483684.22
,,,,,,,,,400000.0,,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0
,600000.0,,600000.0,600000.0,,600000.0,600000.0,,,600000.0,,,600000.0,,,600000.0,600000.0,,,,,600000.0,600000.0,,,,,,,,,,,,,,,600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,
6000000.0,,,,,,6000000.0,,,,,6000000.0,,6000000.0,,,,,,6000000.0,,6000000.0,,,,,,,,,,,,,,,,,6000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,664000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,664000.0
,1250000.0,1250000.0,,,,,,1250000.0,,,,,,,,1250000.0,1250000.0,1250000.0,,,1250000.0,,,,1250000.0,,,,,,,,,,,,,1250000.0
12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.0,12000000.0,12000000.0,,12000000.0,12000000.0,12000000.0,12000000.0
4322222.22,4322222.22,4322222.22,,,,4322222.22,4322222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4322222.22
46000.0,46000.0,,46000.0,,46000.0,,46000.0,46000.0,46000.0,,,,,,46000.0,46000.0,46000.0,,,,46000.0,46000.0,46000.0,46000.0,46000.0,46000.0,46000.0,,46000.0,,46000.0,,46000.0,46000.0,46000.0,,,46000.0
,3000000.0,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0
,,,,,8000000.0,,,,,,,,,,,,8000000.0,,8000000.0,,,,8000000.0,,,,,8000000.0,,,600000.0,,2500000.0,,,,,8000000.0
700000.0,,,,,,,,,,700000.0,,700000.0,,,700000.0,700000.0,,,,,700000.0,,,,,700000.0,700000.0,700000.0,700000.0,700000.0,,,,,,,,700000.0
,,,,,,,,1000000.0,,1000000.0,,,1000000.0,1000000.0,1000000.0,,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,,,1000000.0,,,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,,1000000.0,,,1000000.0
,3000000.0,,,,,,3000000.0,3000000.0,,,,,,,3000000.0,3000000.0,3000000.0,3000000.0,,,,,,3000000.0,,,,,3000000.0,,3000000.0,,,,,,,3000000.0
,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000.0,,,,,,8000000.0
,,,,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,,,,,,1000000.0,,1000000.0,,1000000.0,,1000000.0,,,1000000.0,1000000.0,,,,1000000.0,1000000.0,,,1000000.0,1000000.0,,,1000000.0
,3576000.0,3576000.0,3576000.0,3576000.0,3576000.0,3576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3576000.0
2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,2000000.0,,2000000.0,,2000000.0,,,,2000000.0
,,,,,,,,,,,,40000000.0,,,92000.0,45000000.0,40000000.0,40000000.0,,,,45000000.0,,,,,,40000000.0,,,,,,,,,,40000000.0
,,,5000000.0,,,,,,5000000.0,,,5000000.0,,5000000.0,5000000.0,,,,,,,,,5000000.0,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.0,,,,,,5000000.0
1000000.0,,,,,,,1000000.0,,,,,,,,,,,,1000000.0,,1000000.0,,,,,,,,,1000000.0,,,,,,,,1000000.0
,,,1000000.0,,,,,,,,,,1000000.0,1000000.0,,,,,,1000000.0,,,,,1000000.0,,,,,,,1000000.0,,,,,,1000000.0
,,22400000.0,,,,,22400000.0,22400000.0,,,,,22400000.0,,,22400000.0,,,,,,22400000.0,22400000.0,,,,,,,22400000.0,22400000.0,,,,,,,22400000.0
,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,1400000.0
20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,20000000.0,,20000000.0,20000000.0,,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,,,20000000.0,,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,,20000000.0
23533333.34,,,,,,,,,,,23533333.34,,,,,,,,,,,,23533333.34,,,,,,,,,,,,,,,23533333.34
200000.0,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,200000.0,200000.0,200000.0,,,,200000.0,,200000.0,,200000.0
100000.0,,,,,100000.0,,,100000.0,,,,,100000.0,,100000.0,100000.0,100000.0,,,100000.0,100000.0,,,,,,100000.0,100000.0,,,,,,100000.0,,100000.0,,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7165000.0,7165000.0,7165000.0,,,7165000.0,7165000.0,7165000.0,7165000.0,7165000.0,,,7165000.0,,,7165000.0,,,7165000.0,,,7165000.0,7165000.0,7165000.0,,,,,7165000.0,,,7165000.0,7165000.0,7165000.0,,7165000.0,7165000.0,,7165000.0
278000.0,,,278000.0,,278000.0,278000.0,,,,,278000.0,,278000.0,,278000.0,,278000.0,278000.0,,,,,278000.0,,,,,278000.0,,,,,,,,278000.0,,278000.0
,4005500.0,4005500.0,4005500.0,4005500.0,,4005500.0,4005500.0,4005500.0,4005500.0,4005500.0,4005500.0,4005500.0,4005500.0,4005500.0,4005500.0,4005500.0,,,4005500.0,,,,,,,,,,,,,,,,,,40000.0,4005500.0
,,,,,,,,,,,,,,,,,4760000.0,,,,,,,,,,,,,,,,,,,,,4760000.0
9300000.0,,,,,,,,,,,,,,,,,,,,,,,,,9300000.0,,,,,,,,,,,,,9300000.0
,,,,,,,,,,,,,,,,,5000000.0,5000000.0,5000000.0,,5000000.0,,,,,,,,,,,,,,,,,5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000000.0,,,7000000.0,7000000.0,,7000000.0,,,,,,,,,,,,,7000000.0,7000000.0,7000000.0,7000000.0,,,,,7000000.0,,,,7000000.0,,,,,,,7000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30000000.0,,30000000.0,,,,,,,,30000000.0,,,,30000000.0,,,,,,,,,,,,30000000.0
15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,,,15541142.86,15541142.86,15541142.86,,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86,15541142.86
,,,,,,,,3875000.0,3875000.0,3875000.0,3875000.0,,3875000.0,,3875000.0,,,,,3875000.0,,,3875000.0,,,,,3875000.0,,3875000.0,3875000.0,3875000.0,,,3875000.0,3875000.0,,3875000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000000.0,,,,,,20000000.0,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,20000000.0
6333333.34,6333333.34,,6333333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333333.34
,,,,,,,,,2400000.0,2400000.0,,,,,,,,,2400000.0,,,,,,,,,,,2400000.0,,,,,,,,2400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2400000.0,2400000.0,,,,2400000.0,2400000.0,,,,,2400000.0,,,,2400000.0,,,,,2400000.0,2400000.0,,,,,2400000.0
,,100000.0,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0
3453333.34,3453333.34,3453333.34,,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,3453333.34,,3453333.34,,3453333.34,3453333.34,3453333.34,,,,,3453333.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582000.0
,804800.0,804800.0,,804800.0,,,804800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804800.0
,,,,,,,,,,,,,,,,,12800000.0,,,,,,,,,,,,,,,,,,,,,12800000.0
,,,,,,,,,,,,,,,,,10000000.0,,,,,,,,,10000000.0,,,,2200000.0,,,,,,,,10000000.0
37000000.0,37000000.0,,,,37000000.0,,37000000.0,,37000000.0,37000000.0,37000000.0,,,37000000.0,,,,37000000.0,,37000000.0,37000000.0,37000000.0,,,37000000.0,37000000.0,,37000000.0,37000000.0,,,,,,37000000.0,,,37000000.0
,,,320000.0,,,,,,,,,,320000.0,,,,,,,320000.0,320000.0,,,,,,,,320000.0,320000.0,,,320000.0,320000.0,,,,320000.0
,1160000.0,1160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160000.0
600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,,600000.0,600000.0,600000.0
,,,,,,,,,,,,,,20000000.0,,,,,20000000.0,,,,,20000000.0,,,20000000.0,20000000.0,20000000.0,,,,,,,,,20000000.0
,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,,,,,,,,,,,,,2400000.0
6000000.0,6000000.0,,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0
1658333.34,1658333.34,,,1658333.34,,,,,,,,,,,1658333.34,,1658333.34,,1658333.34,,,,,,,1658333.34,1658333.34,1658333.34,,,1658333.34,,1658333.34,1658333.34,1658333.34,,1658333.34,1658333.34
,,600000.0,,,,,600000.0,,,,,,,,,,,,,500000.0,,,,,,,,800000.0,,,,,,,,,,600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000.0,,1000000.0,,1000000.0,,,,,1000000.0,,,1000000.0,,,,,1000000.0,,1000000.0,1000000.0,1000000.0,,,1000000.0,1000000.0,,,,,,,,,,,,,1000000.0
22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,,22134000.0,22134000.0,22134000.0,22134000.0,,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,22134000.0,,22134000.0
